영화명,감독,배급사,개봉일,국적,전국 매출액,장르,등급,배우
고녀석 맛나겠다2 : 함께라서 행복해,"최경석,노나카 카즈미",(주)리틀빅픽쳐스,2015/07/29,한국,"384,464,000",애니메이션,전체관람가,0
그물,김기덕,(주)넥스트엔터테인먼트월드(NEW),2016/10/06,한국,"416,593,300",드라마,15세이상관람가,류승범
빅뱅 메이드,변진호,씨제이 씨지브이(CJ CGV)(주),2016/06/30,한국,"464,727,700",다큐멘터리,12세이상관람가,G-DRAGON
내 눈에 콩깍지,이장수,씨제이엔터테인먼트,2009/11/05,한국,"405,424,788",멜로/로맨스,12세이상관람가,이지아
잡아야 산다,오인천,오퍼스픽쳐스(유),2016/01/07,한국,"410,361,400",코미디,15세이상관람가,김승우
왓칭,김성기,(주)리틀빅픽쳐스,2019/04/17,한국,"456,558,262",공포(호러),15세이상관람가,강예원
길위에서,이창재,㈜영화사 백두대간,2013/05/23,한국,"361,561,500",다큐멘터리,전체관람가,<b>이창재</b>
산상수훈,유영의,"이언픽쳐스,(주)그란",2017/12/07,한국,"399,809,350",드라마,전체관람가,백서빈
블랙 가스펠,히즈엠티 선교회,(주)넥스트엔터테인먼트월드(NEW),2013/11/14,한국,"364,990,500",드라마,전체관람가,0
머니백,허준형,(주)리틀빅픽쳐스,2018/04/12,한국,"411,511,600",액션,15세이상관람가,김무열
폭풍전야,조창호,(주)성원아이컴,2010/04/01,한국,"393,501,207",드라마,청소년관람불가,김남길
소중한 날의 꿈,"안재훈,한혜진",에이원엔터테인먼트,2011/06/23,한국,"360,928,100",애니메이션,전체관람가,0
킬 미,양종현,(주)싸이더스,2009/11/05,한국,"390,480,657",멜로/로맨스,청소년관람불가,신현준
미안해 사랑해 고마워,전윤수,(주)쇼박스,2015/10/28,한국,"359,247,800",드라마,15세이상관람가,지진희
서울이 보이냐,송동윤,(주)시네마서비스,2008/05/08,한국,"309,567,000",가족,전체관람가,유승호
두 번의 결혼식과 한 번의 장례식,김조광수,(주)영화사 진진,2012/06/21,한국,"380,102,144",코미디,15세이상관람가,김동윤
폴란드로 간 아이들,추상미,커넥트픽쳐스(주),2018/10/31,한국,"386,723,800",다큐멘터리,전체관람가,이송
더 테너 리리코 스핀토,김상만,"(주)박수엔터테인먼트,(주)모인그룹",2014/12/31,한국,"391,554,441",드라마,12세이상관람가,유지태
젝스키스 에이틴,,씨제이 씨지브이(CJ CGV)(주),2018/01/18,한국,"364,405,500",다큐멘터리,전체관람가,은지원
다이빙벨,"이상호,안해룡",(주)시네마달,2014/10/23,한국,"348,485,500",다큐멘터리,15세이상관람가,0
"제자, 옥한흠",김상철,주식회사 마운틴픽쳐스,2014/10/30,한국,"366,587,200",다큐멘터리,전체관람가,권오중
비밀,"박은경,이동하",CGV아트하우스,2015/10/15,한국,"369,339,300",미스터리,15세이상관람가,0
번개맨의 비밀,강유선,(주)디스테이션,2018/12/06,한국,"383,521,050",가족,전체관람가,서홍석
살인소설,김진묵,"(주)스톰픽쳐스코리아,(주)페퍼민트앤컴퍼니",2018/04/25,한국,"392,591,200",스릴러,15세이상관람가,지현우
더 킥,"프라챠 핀카엡,이종석",(주)쇼박스,2011/11/03,한국,"331,287,500",액션,12세이상관람가,0
데자뷰,고경민,씨네그루(주)키다리이엔티,2018/05/30,한국,"360,833,100",미스터리,15세이상관람가,이천희
우리들,윤가은,(주)엣나인필름,2016/06/16,한국,"358,799,960",드라마,전체관람가,최수인
목숨 건 연애,송민규,오퍼스픽쳐스(유),2016/12/14,한국,"361,142,800",멜로/로맨스,15세이상관람가,하지원
잘못된 만남,정영배,토이 엔터테인먼트,2008/07/10,한국,"308,898,000",드라마,15세이상관람가,정웅인
작은 연못,이상우,,2010/04/15,한국,"317,197,695",드라마,15세이상관람가,문성근
뜨거운 안녕,남택수,(주)나이너스엔터테인먼트,2013/05/30,한국,"315,291,000",드라마,12세이상관람가,이홍기
비밥바룰라,이성재,씨네그루(주)키다리이엔티,2018/01/24,한국,"318,986,200",코미디,12세이상관람가,박인환
내 연애의 기억,이권,주식회사 디에스이이디,2014/08/20,한국,"358,863,117",멜로/로맨스,청소년관람불가,0
"그래, 가족",마대윤,월트디즈니컴퍼니코리아 유한책임회사,2017/02/15,한국,"350,293,300",코미디,12세이상관람가,이요원
된장,이서군,"씨제이엔터테인먼트,GV 엔터테인먼트",2010/10/21,한국,"339,506,355",미스터리,12세이상관람가,류승룡
족구왕,우문기,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2014/08/21,한국,"359,688,000",코미디,15세이상관람가,안재홍
설계,박창진,(주)팝엔터테인먼트,2014/09/18,한국,"347,188,800",스릴러,청소년관람불가,신은경
미운오리새끼,곽경택,롯데쇼핑㈜롯데엔터테인먼트,2012/08/30,한국,"308,009,500",드라마,15세이상관람가,김준구
스페어,이성한,(주)필름더데이즈,2008/08/28,한국,"299,701,000",액션,15세이상관람가,정우
북촌방향,홍상수,(주)영화제작전원사,2011/09/08,한국,"359,513,700",드라마,청소년관람불가,유준상
성실한 나라의 앨리스,안국진,CGV아트하우스,2015/08/13,한국,"349,482,500",드라마,청소년관람불가,이정현
혈투,박훈정,(주)싸이더스,2011/02/24,한국,"329,280,000",액션,15세이상관람가,박희순
범죄의 여왕,"이요섭,김태곤","(주)콘텐츠판다,TCO(주)더콘텐츠온",2016/08/25,한국,"343,663,400",스릴러,15세이상관람가,0
우리별 일호와 얼룩소,장형윤,(주)인디플러그,2014/02/20,한국,"288,773,500",애니메이션,전체관람가,정유미
약장수,조치언,"(주)대명문화공장,(주)나이너스엔터테인먼트",2015/04/23,한국,"313,238,400",드라마,15세이상관람가,김인권
칠곡 가시나들,김재환,"(주)인디플러그,(주)더 피플",2019/02/27,한국,"334,601,400",다큐멘터리,전체관람가,박금분
극장판 뽀잉: 슈퍼 변신의 비밀,정미화,"(주)이수C&E,(주)시너지미디어",2018/09/20,한국,"312,710,450",애니메이션,전체관람가,전태열
배반의 장미,박진영,롯데컬처웍스(주)롯데엔터테인먼트,2018/10/18,한국,"332,232,550",코미디,15세이상관람가,김인권
레이디버그,장성,(주)삼지애니메이션,2017/02/22,한국,"310,291,500",애니메이션,전체관람가,0
훈장과 악동들,김봉곤,어뮤즈,2011/10/27,한국,"213,784,000",다큐멘터리,전체관람가,<b>김봉곤</b>
잘 알지도 못하면서,홍상수,(주)스폰지이엔티,2009/05/14,한국,"276,548,483",드라마,청소년관람불가,김태우
인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,손석,골든타이드픽처스(주),2012/10/18,한국,"412,379,000",공연,전체관람가,<b>인피니트</b>
말하는 건축가,정재은,"(주)두타연,(주)미디어데이",2012/03/08,한국,"301,773,700",다큐멘터리,전체관람가,정기용
끝과 시작,민규동,롯데쇼핑㈜롯데엔터테인먼트,2013/04/04,한국,"272,411,000",멜로/로맨스,청소년관람불가,엄정화
자유의 언덕,홍상수,"(주)영화제작전원사 ,(주)영화사 조제",2014/09/04,한국,"309,767,827",드라마,청소년관람불가,카세 료
펀치레이디,강효진,(주)프라임엔터테인먼트,2007/10/25,한국,0,드라마,15세이상관람가,도지원
트릭,이창열,"(주)스톰픽쳐스코리아,(주)이수C&E",2016/07/13,한국,"297,315,300",스릴러,15세이상관람가,이정진
4등,정지우,"(주)프레인글로벌,CGV아트하우스",2016/04/13,한국,"282,006,700",드라마,15세이상관람가,박해준
타이밍,"민경조,박대열",(주)스톰픽쳐스코리아,2015/12/10,한국,"284,085,200",애니메이션,15세이상관람가,0
다시 태어나도 우리,"문창용,전진",(주)엣나인필름,2017/09/27,한국,"291,521,943",다큐멘터리,전체관람가,0
옥희의 영화,홍상수,(주)스폰지이엔티,2010/09/16,한국,"285,316,525",드라마,청소년관람불가,정유미
백프로,김명균,(주)마인스 엔터테인먼트,2014/04/03,한국,"275,138,600",코미디,15세이상관람가,윤시윤
한여름의 판타지아,장건재,㈜인디스토리,2015/06/11,한국,"278,925,458",드라마,전체관람가,김새벽
에스엠타운 더 스테이지,배성상,주식회사 디에스이이디,2015/08/13,한국,"284,650,500",다큐멘터리,전체관람가,0
지구대표 롤링스타즈,임상준,롯데쇼핑㈜롯데엔터테인먼트,2011/03/24,한국,"230,047,000",애니메이션,전체관람가,류덕환
파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,이영준,(주)삼지애니메이션,2016/08/17,한국,"270,014,820",애니메이션,전체관람가,0
스파키,"아론 우들리,애론 우들리",예지림엔터테인먼트,2018/04/12,한국,"257,040,200",애니메이션,전체관람가,0
누구의 딸도 아닌 해원,홍상수,"(주)영화제작전원사 ,(주)영화사 조제",2013/02/28,한국,"268,878,400",드라마,청소년관람불가,이선균
뫼비우스,김기덕,(주)넥스트엔터테인먼트월드(NEW),2013/09/05,한국,"250,644,579",드라마,청소년관람불가,조재현
서태지밴드 라이브 투어 <더 뫼비우스>,서태지,(주)서태지컴퍼니,2010/05/21,한국,"259,638,481",다큐멘터리,전체관람가,<b>서태지</b>
우리 학교,김명준,"(주)영화사 진진,아트플러스시네마네트워크",2007/03/29,한국,0,다큐멘터리,전체관람가,<b>김명준</b>
더 플랜,최진성,(주)엣나인필름,2017/04/20,한국,"263,526,895",다큐멘터리,15세이상관람가,김어준
복숭아나무,구혜선,(주)넥스트엔터테인먼트월드(NEW),2012/10/31,한국,"240,103,112",멜로/로맨스,15세이상관람가,조승우
"메밀꽃, 운수 좋은 날, 그리고 봄봄","안재훈,한혜진",이달투,2014/08/21,한국,"220,210,100",애니메이션,전체관람가,0
만신,박찬경,(주)엣나인필름,2014/03/06,한국,"251,863,300",다큐멘터리,15세이상관람가,김새론
I AM,최진성,씨제이이앤엠(주),2012/06/21,한국,"245,580,000",다큐멘터리,전체관람가,0
19-Nineteen,장용우,씨제이엔터테인먼트,2009/11/12,한국,"212,293,874",드라마,12세이상관람가,0
대결,신동엽,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2016/09/22,한국,"251,176,500",액션,15세이상관람가,이주승
극장판 프리파라 모두 모여라! 프리즘☆투어즈,히시다 마사카즈,(주)박수엔터테인먼트,2016/10/13,한국,"263,405,900",애니메이션,전체관람가,아케사카 사토미 
썬키스 패밀리,김지혜,메가박스중앙(주)플러스엠,2019/03/27,한국,"245,549,900",가족,15세이상관람가,박희순
꼭두각시,권영락,(주)인벤트스톤,2013/06/20,한국,"227,941,500",공포(호러),청소년관람불가,이종수
그랜드파더,이서,"(주)인벤트스톤,(주)디스테이션",2016/08/31,한국,"233,692,400",액션,청소년관람불가,박근형
날나리 종부전,임원국,롯데쇼핑㈜롯데엔터테인먼트,2008/05/22,한국,"181,261,000",코미디,12세이상관람가,박정아
소명 3 : 히말라야의 슈바이처,신현원,(주)에스피엠,2011/04/07,한국,"212,483,500",다큐멘터리,전체관람가,0
어떤 시선,"박정범,신아가,이상철,민용근",(주)영화사 진진,2013/10/24,한국,"204,028,800",드라마,12세이상관람가,0
목숨,이창재,필라멘트픽쳐스,2014/12/04,한국,"235,872,600",다큐멘터리,12세이상관람가,박수명
다른나라에서,홍상수,"(주)영화제작전원사 ,(주)영화사 조제",2012/05/31,한국,"237,013,700",드라마,청소년관람불가,이자벨 위페르
우리집,윤가은,롯데컬처웍스(주)롯데엔터테인먼트,2019/08/22,한국,"247,123,584",드라마,전체관람가,김나연
소명 2-모겐족의 월드컵,신현원,(주)에스피엠,2010/04/01,한국,"200,488,795",다큐멘터리,전체관람가,강성민
춘희막이,박혁지,"메가박스중앙(주)플러스엠,(주)엣나인필름",2015/09/30,한국,"205,281,965",다큐멘터리,12세이상관람가,김춘희
역모-반란의 시대,김홍선,(주)스톰픽쳐스코리아,2017/11/23,한국,"212,967,300",사극,15세이상관람가,정해인
잉여들의 히치하이킹,이호재,CGV아트하우스,2013/11/28,한국,"202,555,800",다큐멘터리,12세이상관람가,<b>이호재</b>
비상,박정훈,(주)성원아이컴,2009/12/03,한국,"223,314,380",액션,청소년관람불가,김범
"다시, 봄",정용주,(주)스마일이엔티,2019/04/17,한국,"233,916,700",드라마,12세이상관람가,이청아
캐리tv 러브콘서트 더 무비,"정귀호,이민환",롯데컬처웍스(주)롯데엔터테인먼트,2019/08/07,한국,"225,815,700",공연,전체관람가,0
파울볼,"조정래,김보경",오퍼스픽쳐스(유),2015/04/02,한국,"212,849,500",다큐멘터리,전체관람가,0
무림여대생,곽재용,"(주)베어엔터테인먼트,(주)프라임엔터테인먼트",2008/06/26,한국,"176,547,500",멜로/로맨스,15세이상관람가,신민아
마리안느와 마가렛,윤세영,(주)팝엔터테인먼트,2017/04/20,한국,"195,549,400",다큐멘터리,전체관람가,<b>마리안느</b> 스퇴거
페어러브,신연식,씨제이엔터테인먼트,2010/01/14,한국,"205,824,062",드라마,12세이상관람가,안성기
인천상륙작전 : 익스텐디드 에디션(확장판),이재한,씨제이이앤엠(주),2016/09/13,한국,"220,051,200",전쟁,15세이상관람가,이정재
해피 투게더,김정환,플레이리스트(주),2018/11/15,한국,"204,452,450",드라마,12세이상관람가,박성웅
4요일: 자살을 부르는 요일,서민영,메가픽쳐스제이씨(주),2008/12/11,한국,"182,233,000",공포(호러),청소년관람불가,0
집 나온 남자들,이하,(주)싸이더스,2010/04/08,한국,"189,538,028",코미디,15세이상관람가,지진희
당신의 부탁,이동은,CGV아트하우스,2018/04/19,한국,"205,547,428",드라마,15세이상관람가,임수정
그 사람 그 사랑 그 세상,권혁만,"THE 픽쳐스,(주)팝엔터테인먼트",2014/11/20,한국,"189,858,500",다큐멘터리,전체관람가,강석우
영주,차성덕,CGV아트하우스,2018/11/22,한국,"192,729,750",드라마,12세이상관람가,김향기
쥬로링 동물탐정 극장판,"이종현,박시후",롯데쇼핑㈜롯데엔터테인먼트,2014/12/18,한국,"173,948,100",애니메이션,전체관람가,0
낮술,노영석,(주)영화사 진진,2009/02/05,한국,"172,351,722",코미디,15세이상관람가,송재하
메소드,방은진,(주)엣나인필름,2017/11/02,한국,"200,356,300",드라마,15세이상관람가,박성웅
아부지,배해성,실버스푼,2009/07/15,한국,"127,494,613",드라마,12세이상관람가,전무송
카이: 거울 호수의 전설,이성강,메가박스중앙(주)플러스엠,2016/08/17,한국,"180,633,800",애니메이션,전체관람가,김영은
꿈의 제인,조현훈,"(주)엣나인필름,CGV아트하우스",2017/05/31,한국,"198,890,200",드라마,청소년관람불가,이민지
더 데이,백창주,롯데쇼핑㈜롯데시네마,2012/02/23,한국,"192,005,000",다큐멘터리,전체관람가,0
GROW: 인피니트의 리얼 청춘 라이프,김진수,골든타이드픽처스(주),2014/12/04,한국,"189,774,200",드라마,전체관람가,<b>인피니트</b>
고스트 메신저 극장판,구봉회,에이원엔터테인먼트,2014/05/22,한국,"184,033,000",애니메이션,12세이상관람가,은정
